category_list,status,country_code,funding_rounds,founded_year,success,startup_age,primary_industry
|Finance|Kids|Education|,operating,CHL,2.0,2012.0,0,14,
|Insurance|CRM|,operating,USA,1.0,2013.0,0,13,
|Biotechnology|,operating,USA,2.0,1994.0,0,32,
|Software|,operating,CHE,2.0,2012.0,0,14,
|Biotechnology|,operating,USA,1.0,2010.0,0,16,
Unknown,operating,USA,1.0,2013.0,0,13,Unknown
|Advertising|,acquired,USA,8.0,2006.0,1,20,
|Gift Card|Social Media|,closed,USA,1.0,2012.0,0,14,
|Retail|Banking|Sales and Marketing|SaaS|Analytics|Big Data|Software|,operating,GBR,1.0,2011.0,0,15,
|Medical|,operating,USA,1.0,2009.0,0,17,
|Clean Technology|,operating,USA,2.0,2004.0,0,22,
|Health and Wellness|,operating,USA,1.0,2011.0,0,15,
|Events|Meeting Software|Career Planning|Graphics|Internet Marketing|Advertising|,operating,JPN,2.0,2007.0,0,19,
|Telecommunications|,operating,USA,1.0,2010.0,0,16,
|Biotechnology|,operating,USA,6.0,1997.0,0,29,
|Energy|,operating,CHE,1.0,2010.0,0,16,
|Software|,operating,GBR,1.0,2006.0,0,20,
|Health Care|,operating,USA,2.0,2011.0,0,15,
|Security|,operating,USA,1.0,2005.0,0,21,
|Retail Technology|Security|Enterprise Software|,operating,USA,6.0,2006.0,0,20,
|Open Source|Tablets|Mobile|,operating,HKG,1.0,2010.0,0,16,
|Security|,operating,USA,5.0,2005.0,0,21,
Unknown,operating,USA,1.0,1998.0,0,28,Unknown
|Software|,operating,USA,1.0,2001.0,0,25,
|SaaS|Big Data|Business Intelligence|Sales and Marketing|Analytics|,operating,USA,3.0,2006.0,0,20,
|Software|,operating,USA,6.0,2005.0,0,21,
|Flash Storage|Synchronization|Networking|Peer-to-Peer|Trusted Networks|Storage|Cloud Computing|Web Hosting|,operating,USA,1.0,2006.0,0,20,
|Clean Technology|,operating,USA,4.0,2004.0,0,22,
|Software|,closed,USA,2.0,1997.0,0,29,
|iPod Touch|iPad|iPhone|Wireless|Hardware + Software|,operating,USA,1.0,2005.0,0,21,
|Health Care|Biotechnology|,operating,USA,3.0,2008.0,0,18,
|Enterprise Software|,acquired,USA,1.0,2005.0,1,21,
|Consumers|Business Services|Internet|Mobile|Agriculture|Hospitality|,operating,USA,3.0,2011.0,0,15,
|Mobile|,operating,CHN,2.0,1995.0,0,31,
|Services|Heavy Industry|Automotive|,operating,USA,1.0,2001.0,0,25,
|Clean Technology|,operating,USA,1.0,2007.0,0,19,
|Education|,operating,USA,1.0,2011.0,0,15,
|Natural Language Processing|Twitter Applications|Curated Web|,operating,USA,1.0,2012.0,0,14,
|Software|,operating,CAN,1.0,2009.0,0,17,
|Curated Web|,operating,USA,1.0,2012.0,0,14,
|Real Time|Technology|Office Space|Retail|Brokers|Real Estate|,operating,USA,1.0,2010.0,0,16,
|B2B|E-Commerce|Fashion|,operating,ESP,1.0,2012.0,0,14,
|Biotechnology|,operating,USA,2.0,2011.0,0,15,
|Hospitality|,operating,USA,1.0,2013.0,0,13,
|Biotechnology|,acquired,USA,2.0,1995.0,1,31,
|Online Shopping|Agriculture|E-Commerce|,operating,DEU,1.0,2013.0,0,13,
|Legal|,operating,DEU,2.0,2004.0,0,22,
|Mobility|Mobile|,operating,USA,1.0,2010.0,0,16,
|Clean Technology|,closed,DEU,1.0,2004.0,0,22,
|Medical|,operating,USA,1.0,2013.0,0,13,
|Technology|Agriculture|Hospitality|,operating,USA,2.0,2011.0,0,15,
Unknown,operating,USA,1.0,2011.0,0,15,Unknown
|Mobile|,operating,CHL,1.0,2006.0,0,20,
|Biotechnology|,operating,CAN,2.0,2001.0,0,25,
|Agriculture|SaaS|Farming|B2B|,operating,GBR,1.0,2013.0,0,13,
|Biotechnology|,operating,USA,4.0,2002.0,0,24,
|Manufacturing|,operating,USA,1.0,2006.0,0,20,
|Sustainability|Agriculture|Clean Technology|Big Data|Software|,operating,USA,2.0,2013.0,0,13,
|SaaS|Enterprise Software|Agriculture|Clean Technology|Software|,operating,USA,1.0,2009.0,0,17,
|Services|Parenting|Curated Web|,operating,JOR,1.0,2013.0,0,13,
|E-Commerce|,operating,USA,5.0,2009.0,0,17,
|Social Bookmarking|Software|,operating,USA,4.0,2012.0,0,14,
Unknown,operating,DNK,1.0,2009.0,0,17,Unknown
|Web CMS|Advertising|Visualization|Creative|Media|Web Development|Software|,closed,,1.0,2007.0,0,19,
|Broadcasting|Video|Software|,operating,KOR,2.0,2009.0,0,17,
|E-Commerce|,operating,VNM,1.0,2012.0,0,14,
|Curated Web|,operating,GHA,1.0,2013.0,0,13,
|Financial Services|,operating,,1.0,2013.0,0,13,
|Biotechnology|,acquired,USA,2.0,2002.0,1,24,
|E-Commerce|,operating,CHL,1.0,2010.0,0,16,
|Biotechnology|,operating,GBR,2.0,2005.0,0,21,
|Mobile|,operating,,1.0,2000.0,0,26,
|Mobile|,acquired,USA,2.0,2000.0,1,26,
|Medical Devices|,operating,KOR,1.0,2012.0,0,14,
|Social Media|,operating,CHN,2.0,2005.0,0,21,
|Artificial Intelligence|Business Intelligence|Machine Learning|Consulting|Analytics|,operating,,2.0,2007.0,0,19,
|Biotechnology|,operating,USA,1.0,2006.0,0,20,
|Biotechnology|,operating,USA,6.0,2005.0,0,21,
|Public Relations|,operating,USA,1.0,2010.0,0,16,
|Software|,operating,CAN,1.0,2001.0,0,25,
|Games|,operating,JPN,3.0,2011.0,0,15,
|B2B|Internet|Payments|Software|,operating,BRA,1.0,1993.0,0,33,
|Hospitals|Health Care Information Technology|Health Care|,operating,USA,1.0,2005.0,0,21,
|Advertising|,operating,CHL,1.0,2013.0,0,13,
|Apps|Software|Video Streaming|Media|Video|Internet|News|,operating,USA,2.0,2010.0,0,16,
|Clean Technology|,operating,USA,1.0,2010.0,0,16,
|Hardware + Software|,operating,USA,2.0,1981.0,0,45,
|Location Based Services|Gps|Semiconductors|,closed,GBR,1.0,2006.0,0,20,
|Mobile|,acquired,USA,1.0,1999.0,1,27,
|Mobile|,operating,USA,8.0,2000.0,0,26,
|Wireless|Automotive|Software|,operating,USA,2.0,1997.0,0,29,
|Hotels|Travel|,operating,USA,6.0,2008.0,0,18,
|Advertising|,operating,USA,3.0,2010.0,0,16,
|Software|,operating,USA,1.0,2012.0,0,14,
|Messaging|,operating,USA,3.0,2005.0,0,21,
|Software|Supply Chain Management|Cloud Computing|Transportation|Mobile|,acquired,USA,2.0,1999.0,1,27,
|Software|,operating,CHN,2.0,2002.0,0,24,
|Enterprise Software|,operating,USA,1.0,2005.0,0,21,
Unknown,operating,BRA,1.0,2013.0,0,13,Unknown
|Clean Technology|,operating,USA,3.0,2000.0,0,26,
|Hardware + Software|,operating,USA,1.0,2013.0,0,13,
|Biotechnology|,acquired,USA,1.0,2006.0,1,20,
|Big Data|Networking|Email|Analytics|,operating,USA,2.0,2012.0,0,14,
|Mobile|,operating,USA,3.0,2003.0,0,23,
|Sports|,operating,USA,1.0,2007.0,0,19,
|Content Syndication|,operating,USA,2.0,2014.0,0,12,
|Telecommunications|Messaging|,operating,USA,1.0,1974.0,0,52,
|Software|,operating,USA,1.0,2013.0,0,13,
|Wireless|Mobile Security|Location Based Services|Mobility|Mobile|,acquired,USA,1.0,2006.0,1,20,
|Mobile|Messaging|,operating,,3.0,2012.0,0,14,
|3D|Digital Signage|Navigation|Sensors|,operating,USA,2.0,2012.0,0,14,
|Loyalty Programs|Software|,operating,,1.0,2009.0,0,17,
|Point of Sale|E-Commerce|Retail|Software|,operating,GBR,3.0,2009.0,0,17,
|Advertising|,operating,USA,1.0,2010.0,0,16,
|Public Transportation|,operating,USA,1.0,2000.0,0,26,
|Developer APIs|Analytics|Big Data|Predictive Analytics|,operating,USA,1.0,2012.0,0,14,
|Wireless|Mobile|,operating,GBR,1.0,2010.0,0,16,
|Public Transportation|,operating,USA,2.0,2007.0,0,19,
|Travel|Transportation|Aerospace|Mobile|,operating,USA,2.0,2009.0,0,17,
|Sales and Marketing|B2B|Cloud Computing|E-Commerce|Internet|Mobile|Android|Security|,operating,TWN,1.0,2014.0,0,12,
|Software|,operating,USA,2.0,1998.0,0,28,
|Web Hosting|,operating,USA,1.0,1992.0,0,34,
|Mobile|,operating,USA,6.0,1992.0,0,34,
|Data Centers|Big Data Analytics|Big Data|,operating,USA,1.0,2013.0,0,13,
|Health Care|,operating,USA,4.0,2004.0,0,22,
|Hardware|Wireless|Hardware + Software|,operating,DNK,1.0,2013.0,0,13,
|Web Development|Apps|Mobile|Internet|Marketplaces|Human Resources|Employment|Task Management|E-Commerce|,operating,AUS,2.0,2012.0,0,14,
|Wireless|Security|,operating,USA,4.0,2002.0,0,24,
|Video on Demand|Messaging|Social Media|Video|Video Chat|Photography|,operating,USA,4.0,2011.0,0,15,
|Mobile|,operating,USA,2.0,2004.0,0,22,
|E-Commerce|,operating,BRA,1.0,2011.0,0,15,
|Software|,operating,USA,1.0,2012.0,0,14,
|Mobile|,operating,USA,6.0,2002.0,0,24,
|Aerospace|Drones|Enterprise Software|,operating,USA,5.0,2011.0,0,15,
|Biotechnology|,operating,USA,1.0,2010.0,0,16,
|Mobile Devices|Mobile|,acquired,USA,2.0,2003.0,1,23,
|Software|,acquired,USA,2.0,2004.0,1,22,
|Analytics|Software|,operating,IND,1.0,2012.0,0,14,
|Curated Web|,operating,USA,1.0,2012.0,0,14,
|Biotechnology|,operating,USA,10.0,2006.0,0,20,
|MMO Games|Social Media|Gamification|Education|Games|,operating,USA,2.0,2011.0,0,15,
|Android|Apps|iPhone|Advertising|Location Based Services|Navigation|Retail|Mobile|,operating,USA,5.0,2008.0,0,18,
|Analytics|Sales and Marketing|Coupons|Groceries|Advertising|,operating,USA,2.0,2010.0,0,16,
|Startups|Retail|Apps|iPhone|Mobile Commerce|Mobile|,acquired,USA,2.0,2009.0,1,17,
|Mobile|Retail|Groceries|Consumer Goods|,operating,USA,1.0,2010.0,0,16,
|Analytics|,operating,CAN,1.0,2013.0,0,13,
|Pharmaceuticals|Biotechnology|,operating,ISR,1.0,2011.0,0,15,
|Biotechnology|,operating,USA,1.0,2009.0,0,17,
|Software|,operating,FIN,1.0,2006.0,0,20,
|Chat|Customer Support Tools|Artificial Intelligence|Customer Service|,operating,ARG,1.0,2011.0,0,15,
|Mobility|Cloud Computing|Monetization|Gamification|Social Media|Consulting|,operating,USA,1.0,2010.0,0,16,
|Education|,operating,IND,1.0,2013.0,0,13,
Unknown,operating,USA,1.0,2010.0,0,16,Unknown
|Service Providers|Cloud Infrastructure|,acquired,USA,1.0,2011.0,1,15,
|Music|Events|Social Network Media|Social Media|Travel|,operating,USA,1.0,2011.0,0,15,
|Networking|Location Based Services|Social Media|Mobile|,closed,DEU,1.0,2007.0,0,19,
|Education|,operating,USA,3.0,1999.0,0,27,
|Consulting|,operating,USA,1.0,2012.0,0,14,
|Entertainment|Broadcasting|News|,operating,FRA,1.0,2003.0,0,23,
|Games|,operating,ESP,3.0,2011.0,0,15,
|Networking|Photography|All Students|Social Media|Universities|Colleges|Young Adults|,operating,TUR,1.0,2000.0,0,26,
|SaaS|B2B|Predictive Analytics|Big Data Analytics|,operating,,1.0,2013.0,0,13,
|Biotechnology|,acquired,USA,1.0,2005.0,1,21,
|Games|,operating,,1.0,2010.0,0,16,
|Healthcare Services|Analytics|,operating,USA,3.0,2001.0,0,25,
|Education|,operating,PER,2.0,2012.0,0,14,
|Biotechnology|Health Care|,operating,USA,4.0,2007.0,0,19,
|Software|,closed,RUS,2.0,1993.0,0,33,
|Software|,operating,FRA,2.0,2013.0,0,13,
|Clean Technology|,operating,TUR,1.0,1989.0,0,37,
|Biotechnology|,operating,USA,7.0,2004.0,0,22,
|Medical Devices|Therapeutics|Health and Wellness|,operating,USA,2.0,2013.0,0,13,
|Enterprise Software|,operating,USA,2.0,2009.0,0,17,
|Software|,operating,USA,1.0,2004.0,0,22,
|Payments|Banking|Peer-to-Peer|Mobile|Finance|,operating,USA,2.0,2010.0,0,16,
|Nonprofits|Recruiting|Personal Branding|Employment|Software|,operating,,2.0,2012.0,0,14,
|SaaS|Business Intelligence|Sales and Marketing|CRM|Software|,operating,IRL,1.0,2014.0,0,12,
|Games|,operating,CAN,1.0,2006.0,0,20,
|Software|,acquired,USA,5.0,2005.0,1,21,
|Enterprise Software|Digital Media|Mobile|Consumer Internet|,operating,IND,2.0,2010.0,0,16,
|Financial Services|Personal Finance|,operating,POL,1.0,2014.0,0,12,
Unknown,operating,USA,1.0,1983.0,0,43,Unknown
|Semiconductors|,operating,USA,6.0,2005.0,0,21,
|E-Commerce|Lifestyle|Shopping|Fashion|,operating,USA,1.0,2010.0,0,16,
|Biotechnology|,operating,USA,2.0,2005.0,0,21,
|Analytics|,operating,USA,5.0,2008.0,0,18,
|SMS|Advertising|,operating,IDN,1.0,2010.0,0,16,
|Web Hosting|,acquired,USA,2.0,2003.0,1,23,
|Biotechnology|,operating,USA,2.0,2008.0,0,18,
|Health and Wellness|,operating,,1.0,2013.0,0,13,
|Weddings|Events|Curated Web|,operating,TUR,1.0,2011.0,0,15,
|Semiconductors|,operating,USA,2.0,2001.0,0,25,
|Water|Clean Technology|,operating,NLD,4.0,2008.0,0,18,
|Sales and Marketing|E-Commerce|,operating,ESP,1.0,2012.0,0,14,
|Biotechnology|Medical|,operating,USA,1.0,2013.0,0,13,
|Enterprise Software|,operating,USA,1.0,1997.0,0,29,
|Biotechnology|,operating,USA,3.0,2011.0,0,15,
Unknown,closed,ESP,1.0,1967.0,0,59,Unknown
|Lifestyle|E-Commerce|,operating,,1.0,2010.0,0,16,
|Hardware + Software|,closed,USA,2.0,2009.0,0,17,
|Internet of Things|Security|,operating,USA,1.0,2000.0,0,26,
Unknown,operating,USA,1.0,2013.0,0,13,Unknown
|Semantic Web|Opinions|Reviews and Recommendations|Consumer Electronics|Software|Hardware + Software|,operating,SWE,1.0,2005.0,0,21,
|Biotechnology|,operating,USA,1.0,2005.0,0,21,
|Games|,operating,USA,2.0,1999.0,0,27,
Unknown,operating,PAN,1.0,2010.0,0,16,Unknown
Unknown,operating,USA,2.0,2007.0,0,19,Unknown
|Clean Technology|,operating,USA,1.0,2011.0,0,15,
|Hardware + Software|,operating,USA,2.0,2003.0,0,23,
|Biotechnology|,operating,AUS,2.0,2010.0,0,16,
|Education|,operating,USA,1.0,2012.0,0,14,
|Text Analytics|Big Data Analytics|Big Data|Machine Learning|Artificial Intelligence|Developer APIs|Computer Vision|Natural Language Processing|Enterprise Software|,operating,USA,1.0,2005.0,0,21,
|Hardware + Software|,operating,USA,3.0,2011.0,0,15,
|Biotechnology|,operating,USA,2.0,2011.0,0,15,
|Biotechnology|,operating,USA,3.0,2010.0,0,16,
|Biotechnology|,operating,USA,4.0,2011.0,0,15,
|Hardware + Software|,operating,FRA,2.0,2005.0,0,21,
|Health Care|Therapeutics|Biotechnology|,operating,USA,4.0,2004.0,0,22,
|Health Care|Finance|,operating,USA,1.0,2002.0,0,24,
Unknown,operating,GBR,1.0,2009.0,0,17,Unknown
|Biotechnology|,closed,USA,1.0,2004.0,0,22,
|Software|,operating,USA,3.0,2006.0,0,20,
|Biotechnology|,operating,USA,1.0,2013.0,0,13,
|Automotive|,operating,USA,1.0,2013.0,0,13,
|Hospitality|Health Care|,operating,USA,1.0,2014.0,0,12,
|Hardware + Software|,operating,,1.0,2011.0,0,15,
|Craft Beer|,operating,ESP,1.0,2014.0,0,12,
|Health and Wellness|,operating,CAN,1.0,2003.0,0,23,
|Credit|Finance|,closed,USA,1.0,2012.0,0,14,
|Clean Technology|,operating,USA,2.0,2004.0,0,22,
|Brand Marketing|Web Development|Analytics|Advertising|,acquired,FRA,1.0,2007.0,1,19,
|Enterprise Software|,operating,USA,2.0,2011.0,0,15,
|Advertising|,operating,FRA,1.0,2012.0,0,14,
|Health Care|Pharmaceuticals|Hardware + Software|,acquired,USA,1.0,1981.0,1,45,
|Biotechnology|,operating,USA,1.0,1999.0,0,27,
|Hardware|Semiconductors|,operating,USA,5.0,2003.0,0,23,
|Cloud Security|Network Security|Security|,operating,USA,8.0,2002.0,0,24,
|Mobile|Crowdsourcing|E-Commerce|,operating,ESP,2.0,2007.0,0,19,
|Security|,operating,USA,2.0,2007.0,0,19,
|Clean Technology|,operating,GBR,2.0,2006.0,0,20,
|Craigslist Killers|News|Mobile Emergency&Health|Charter Schools|Email|Messaging|,operating,USA,1.0,2007.0,0,19,
|Biotechnology|,operating,CAN,2.0,2002.0,0,24,
|Lifestyle|Fashion|Retail|E-Commerce|,operating,USA,1.0,2004.0,0,22,
|Lifestyle|Fashion|E-Commerce|,operating,GBR,1.0,2006.0,0,20,
|Real Estate|,operating,USA,1.0,2012.0,0,14,
|Analytics|,operating,USA,1.0,2009.0,0,17,
|Home Automation|Services|,operating,USA,2.0,2013.0,0,13,
|Document Management|Enterprises|Enterprise Software|,operating,GBR,4.0,2005.0,0,21,
|Clean Technology|,operating,USA,1.0,2008.0,0,18,
|Medical|Biotechnology|,operating,USA,1.0,2012.0,0,14,
|Biotechnology|,operating,USA,3.0,2008.0,0,18,
|Nutraceutical|Animal Feed|Water|Clean Technology|,operating,,2.0,2009.0,0,17,
|Software|,operating,USA,4.0,2004.0,0,22,
|Biotechnology|,operating,USA,1.0,2012.0,0,14,
|Clean Technology|,operating,USA,1.0,2006.0,0,20,
|Employer Benefits Programs|Human Resources|Enterprise Software|,operating,USA,1.0,2006.0,0,20,
|Clean Technology|,operating,USA,2.0,2007.0,0,19,
|Biotechnology|,operating,USA,1.0,2009.0,0,17,
|Search|Software|,operating,USA,2.0,2012.0,0,14,
|Software|Mobile|Algorithms|Photography|,operating,CAN,2.0,2013.0,0,13,
|Predictive Analytics|,operating,POL,1.0,2001.0,0,25,
|Business Development|Technology|Information Services|,operating,USA,1.0,2012.0,0,14,
|Software|,operating,USA,1.0,2013.0,0,13,
|Hardware + Software|,operating,USA,1.0,2009.0,0,17,
Unknown,operating,CHL,1.0,2013.0,0,13,Unknown
|E-Commerce|,operating,,1.0,2014.0,0,12,
|Manufacturing|,operating,CHN,2.0,2009.0,0,17,
|Outsourcing|SaaS|Cloud Computing|VoIP|Web Hosting|,operating,USA,3.0,2009.0,0,17,
|E-Commerce|,operating,CHN,4.0,1999.0,0,27,
|Sales and Marketing|Collaboration|Advertising|,operating,USA,1.0,2011.0,0,15,
|Technology|Hospitality|Mobile|,operating,USA,2.0,2012.0,0,14,
|E-Commerce|,closed,USA,3.0,2008.0,0,18,
|Semiconductors|,operating,USA,8.0,1994.0,0,32,
|Security|,operating,USA,7.0,2007.0,0,19,
|Games|,operating,HKG,1.0,2011.0,0,15,
|Software|,acquired,USA,1.0,2001.0,1,25,
|E-Commerce|,operating,USA,1.0,2006.0,0,20,
Unknown,operating,USA,1.0,2008.0,0,18,Unknown
|Mobile|,operating,USA,1.0,1999.0,0,27,
Unknown,operating,USA,1.0,2013.0,0,13,Unknown
|Health Care|Medical|Pharmaceuticals|Biotechnology|,operating,USA,6.0,2003.0,0,23,
|Messaging|,operating,FRA,1.0,2000.0,0,26,
|Enterprise Software|,operating,USA,1.0,2008.0,0,18,
|Biotechnology|,acquired,USA,3.0,2006.0,1,20,
|Consulting|,operating,USA,1.0,2013.0,0,13,
|Analytics|Celebrity|Social Media|Advertising|,operating,HKG,2.0,2011.0,0,15,
|Biotechnology|,operating,USA,1.0,2012.0,0,14,
|Biotechnology|,operating,FRA,2.0,2007.0,0,19,
|Nonprofits|,operating,USA,3.0,2012.0,0,14,
|Financial Services|Software|,operating,USA,4.0,2009.0,0,17,
|Environmental Innovation|Identity|Outdoors|Consumers|Consumer Goods|Hardware + Software|,operating,USA,1.0,2013.0,0,13,
|E-Commerce|,operating,USA,1.0,2007.0,0,19,
|Education|,operating,USA,2.0,2012.0,0,14,
|Hardware + Software|,operating,USA,1.0,1975.0,0,51,
|Video|,operating,USA,1.0,2012.0,0,14,
|Health Care|,operating,GBR,1.0,2003.0,0,23,
|Internet|Web Hosting|,operating,,1.0,2003.0,0,23,
|Manufacturing|,operating,USA,1.0,2012.0,0,14,
|Venture Capital|Finance|,operating,USA,1.0,2012.0,0,14,
|Web Development|SaaS|Enterprise Software|,closed,USA,1.0,2011.0,0,15,
|E-Commerce|Price Comparison|Insurance|Lead Management|,operating,USA,1.0,2005.0,0,21,
|Curated Web|,operating,,1.0,2007.0,0,19,
|Sports|,operating,USA,1.0,2013.0,0,13,
|Human Resources|Recruiting|B2B|,operating,USA,1.0,2014.0,0,12,
|Biotechnology|,operating,USA,3.0,2012.0,0,14,
|Lead Generation|Social Commerce|E-Commerce|Fashion|,operating,POL,1.0,2012.0,0,14,
|Design|,operating,USA,1.0,2001.0,0,25,
|Health Care|Health and Wellness|,operating,USA,2.0,2011.0,0,15,
|SaaS|Enterprise Software|Content Delivery|Mobile|Sales Automation|Sales and Marketing|,operating,USA,1.0,2014.0,0,12,
|Small and Medium Businesses|Publishing|Media|Curated Web|,operating,USA,2.0,1999.0,0,27,
|Search|Training|Education|Curated Web|,operating,USA,1.0,2013.0,0,13,
|Security|,operating,USA,1.0,2004.0,0,22,
|Android|iOS|Analytics|Digital Rights Management|Data Security|Video Streaming|Security|Video on Demand|,operating,USA,3.0,2009.0,0,17,
|Internet of Things|,operating,ITA,3.0,2011.0,0,15,
|Biotechnology|,operating,FRA,1.0,2013.0,0,13,
|Surveys|Data Mining|Software|,acquired,USA,4.0,2005.0,1,21,
|Software|,operating,FRA,1.0,2003.0,0,23,
|Legal|,operating,USA,1.0,2011.0,0,15,
|Software|,operating,USA,1.0,1984.0,0,42,
|Biotechnology|,acquired,USA,1.0,2006.0,1,20,
|Biotechnology|,operating,USA,1.0,1999.0,0,27,
|Search|,operating,USA,1.0,2003.0,0,23,
|Software|,operating,USA,1.0,2009.0,0,17,
|Transportation|,operating,USA,1.0,2009.0,0,17,
|Biotechnology|,operating,USA,1.0,2011.0,0,15,
|Biotechnology|,operating,USA,1.0,2011.0,0,15,
|Hospitality|,operating,USA,1.0,2011.0,0,15,
|Training|Employment|Recruiting|Venture Capital|Startups|Publishing|Media|News|,operating,USA,1.0,2012.0,0,14,
|Clean Technology|,operating,USA,1.0,2009.0,0,17,
|Gift Card|Sales and Marketing|Loyalty Programs|Software|,operating,USA,1.0,2005.0,0,21,
|Real Estate|,operating,USA,1.0,2014.0,0,12,
|Health and Wellness|,operating,USA,2.0,2002.0,0,24,
|Consulting|,operating,IND,1.0,1995.0,0,31,
|Mobile|,operating,USA,1.0,2008.0,0,18,
|Manufacturing|,operating,USA,1.0,2012.0,0,14,
|Video Streaming|Mobile|Internet|Sports|,closed,HKG,1.0,2009.0,0,17,
|Finance|,operating,USA,3.0,2010.0,0,16,
|Health and Wellness|,operating,USA,1.0,1988.0,0,38,
|Clean Technology|Local Businesses|Internet|,operating,USA,1.0,2010.0,0,16,
Unknown,operating,USA,4.0,1994.0,0,32,Unknown
|Software|,operating,GBR,1.0,2009.0,0,17,
|Small and Medium Businesses|Web Development|Enterprise Software|Cloud Computing|Software|,operating,USA,1.0,2008.0,0,18,
|Linux|Home & Garden|Storage|Computers|Apps|Curated Web|,operating,FRA,1.0,2009.0,0,17,
|Mobile|,operating,USA,3.0,2003.0,0,23,
|Automotive|Mobile|,operating,FRA,1.0,2011.0,0,15,
|Biotechnology|,operating,USA,3.0,2004.0,0,22,
|Enterprise Software|,operating,CAN,2.0,2010.0,0,16,
|Biotechnology|,operating,USA,4.0,2008.0,0,18,
|Software|,operating,ISR,1.0,2007.0,0,19,
|Public Relations|,closed,USA,2.0,1999.0,0,27,
|Health and Wellness|,operating,USA,1.0,2005.0,0,21,
|Biotechnology|,operating,CAN,1.0,2005.0,0,21,
|Education|,operating,USA,1.0,2013.0,0,13,
|Advertising|,operating,USA,1.0,2009.0,0,17,
|Biotechnology|,operating,USA,4.0,2005.0,0,21,
|Curated Web|,closed,GBR,1.0,2004.0,0,22,
|Software|,operating,USA,1.0,2009.0,0,17,
|App Stores|Android|iOS|iPhone|Apps|Transportation|Public Transportation|,operating,DEU,1.0,2014.0,0,12,
|Education|Retail|Kids|E-Commerce|,operating,IND,1.0,2011.0,0,15,
|Infrastructure|Open Source|Geospatial|Business Analytics|,operating,USA,1.0,2014.0,0,12,
|Online Travel|Hotels|Travel|,operating,USA,1.0,2013.0,0,13,
|Advertising|Mobile|Search|,operating,GBR,1.0,2007.0,0,19,
|Sports|,operating,USA,5.0,2010.0,0,16,
|Startups|Finance|,operating,USA,3.0,2010.0,0,16,
|Wireless|Internet|,operating,DNK,1.0,2013.0,0,13,
|Curated Web|,acquired,USA,1.0,2005.0,1,21,
|Health Care|,operating,USA,3.0,2009.0,0,17,
|Telecommunications|Communications Hardware|VoIP|Mobile|,acquired,USA,3.0,1998.0,1,28,
|Software|,operating,USA,1.0,2011.0,0,15,
|Agriculture|Pharmaceuticals|Biotechnology|,acquired,USA,2.0,2002.0,1,24,
|Search|Twitter Applications|Facebook Applications|Social Media|Software|,closed,DEU,2.0,2007.0,0,19,
|Manufacturing|Finance|,operating,CAN,1.0,2013.0,0,13,
|Beauty|Content|E-Commerce|,operating,ARG,4.0,2012.0,0,14,
|Health and Wellness|,operating,FRA,1.0,2007.0,0,19,
|Business Services|Events|Mobile|,operating,USA,1.0,2012.0,0,14,
|Health and Wellness|,operating,USA,1.0,2014.0,0,12,
|Advertising|,operating,USA,2.0,1998.0,0,28,
|Hospitality|,operating,GBR,3.0,1992.0,0,34,
|Health and Wellness|,operating,USA,1.0,2000.0,0,26,
|Health and Wellness|Biotechnology|,acquired,USA,2.0,2008.0,1,18,
|Mobile|,closed,USA,1.0,2011.0,0,15,
|Education|,operating,CHN,1.0,2004.0,0,22,
|Health and Wellness|,operating,USA,1.0,2012.0,0,14,
|Apps|Location Based Services|Mobile|,operating,USA,2.0,2010.0,0,16,
|Big Data|Enterprises|,operating,ISR,1.0,2013.0,0,13,
|Mobile|,operating,USA,1.0,2009.0,0,17,
|Web Development|Location Based Services|Mobile|,acquired,DEU,1.0,2007.0,1,19,
|Software|,operating,USA,1.0,1999.0,0,27,
|Browser Extensions|Blogging Platforms|Software|,operating,USA,1.0,2006.0,0,20,
|Education|,operating,SWE,1.0,2013.0,0,13,
|Human Resources|Search|,operating,ESP,1.0,2012.0,0,14,
Unknown,operating,USA,1.0,2014.0,0,12,Unknown
|Technology|Semiconductors|,operating,USA,1.0,2000.0,0,26,
|Consulting|,operating,USA,1.0,2014.0,0,12,
|Payments|Information Technology|Cloud Computing|Enterprise Software|,operating,SGP,1.0,2011.0,0,15,
|Clean Technology|,operating,USA,4.0,2009.0,0,17,
|Payments|Education|Analytics|Automotive|Internet|E-Commerce|,operating,IND,1.0,2010.0,0,16,
|Social Media|Advertising|,operating,USA,1.0,2011.0,0,15,
|Biotechnology|,operating,USA,2.0,2012.0,0,14,
|Fashion|Travel|,operating,,1.0,2013.0,0,13,
|Internet|Simulation|Stock Exchanges|Finance|,operating,USA,3.0,2008.0,0,18,
|Finance|,operating,USA,1.0,2008.0,0,18,
|Finance|,closed,USA,3.0,2010.0,0,16,
|Financial Exchanges|Bitcoin|Software|,operating,USA,1.0,2013.0,0,13,
|Consulting|,operating,GBR,1.0,2009.0,0,17,
|Computers|Education|,operating,USA,1.0,1992.0,0,34,
|DOD/Military|World Domination|Networking|Content|Social Media|,closed,USA,1.0,2012.0,0,14,
|Health Care|,operating,USA,2.0,1990.0,0,36,
|News|,closed,,3.0,2011.0,0,15,
|Web Hosting|,operating,USA,1.0,2001.0,0,25,
|Big Data Analytics|Analytics|,operating,USA,2.0,2011.0,0,15,
|Hardware + Software|,operating,USA,2.0,2010.0,0,16,
|Software|,operating,FRA,2.0,2003.0,0,23,
|Biotechnology|,operating,USA,3.0,1997.0,0,29,
